slug,name,brand,category_slug,description,price,original_price,rating,review_count,image,badge,stock,is_flash,flash_reserved_pct
milka-mmmax-oreo-more-taste-300g,Milka MMMAX Oreo More Taste 300g,MILKA,chocolats,"Milka MMMAX Oreo More Taste 300g. Une sélection MART+, l'épicerie fine de terroir.",1100,1150,4.8,338,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614152411-wTrPHMKd.png,PROMO,0,0,0
milka-caramel-100g,Milka Caramel 100g,MILKA,chocolats,"Milka Caramel 100g. Une sélection MART+, l'épicerie fine de terroir.",550,,4.8,295,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614152943-KulPXpB2.png,,9,0,0
milka-noisettes-entieres-100g,Milka Noisettes Entières 100g,MILKA,chocolats,"Milka Noisettes Entières 100g. Une sélection MART+, l'épicerie fine de terroir.",450,500,4.9,386,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614153240-HRlSKoWM.png,PROMO,50,0,0
cote-d-or-mignonette-noir-de-noir,Côte dOr Mignonette Noir DE NOIR,CÔTE,chocolats,Côte dOr Mignonette Noir DE NOIR - format x24 Mignonette.,780,850,4.9,421,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614154147-pz06yyZC.png,PROMO,4,0,0
lindt-creation-citron-frappe,Lindt Creation - Citron Frappé,LINDT,chocolats,Lindt Creation - Citron Frappé - format 150g.,950,1020,4.5,106,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614154714-WWjIAVzY.png,PROMO,0,0,0
lindt-creation-praline-feuillete,Lindt Creation - Praliné Feuilleté,LINDT,chocolats,Lindt Creation - Praliné Feuilleté - format 150g.,950,1020,4.8,306,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614154850-hbPinGvz.png,PROMO,4,0,0
lindt-creation-rocher-lait,Lindt Creation - Rocher Lait,LINDT,chocolats,Lindt Creation - Rocher Lait - format 150g.,1020,,4.6,138,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614155014-d4zOde38.png,,0,0,0
lindt-creation-caramel,Lindt Creation - Caramel,LINDT,chocolats,Lindt Creation - Caramel - format 150g.,1020,,4.9,423,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614155137-h697oObe.png,BESTSELLER,1,0,0
lindt-lucky-monkey-noisette,Lindt Lucky Monkey Noisette,LU,chocolats,Lindt Lucky Monkey Noisette - format 100g.,800,880,4.5,72,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614155438-33VG6RFr.png,PROMO,11,0,0
lindt-les-pyreneens-noir,Lindt Les Pyrénéens - Noir,LINDT,chocolats,Lindt Les Pyrénéens - Noir - format 150g.,950,1020,4.7,238,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614155839-NzOqfpIQ.png,PROMO,50,0,0
lindt-les-pyreneens-lait,Lindt Les Pyrénéens - Lait,LINDT,chocolats,Lindt Les Pyrénéens - Lait - format 150g.,1150,1200,4.4,59,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614160003-0kwJd8MP.png,PROMO,0,0,0
lindt-lindor-fendante-60-cacao,Lindt Lindor - Fendante 60% Cacao,LINDT,chocolats,Lindt Lindor - Fendante 60% Cacao - format 100g.,800,880,4.5,105,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614161208-QeqRAGHd.png,PROMO,0,0,0
nestle-fitness-protein-0-sucre-ajoute,Nestle Fitness Protein - 0% Sucre Ajouté,NESTLÉ,epicerie,Nestle Fitness Protein - 0% Sucre Ajouté - format 310G.,1650,1900,4.8,305,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614162143-z3nSNXbg.png,PROMO,50,0,0
mentos-gum-sans-sucre-strawberry,Mentos-Gum Sans-Sucre Strawberry,MENTOS,bonbons,Mentos-Gum Sans-Sucre Strawberry - format 56G.,600,,4.9,444,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614163304-HfvAXnmR.png,BESTSELLER,0,0,0
mentos-gum-sans-sucre-tropical,Mentos-Gum Sans-Sucre Tropical,MENTOS,bonbons,Mentos-Gum Sans-Sucre Tropical - format 56G.,600,,4.8,335,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614163356-mVDcMfVo.png,,0,0,0
mentos-gum-sans-sucre-bubble-fresh,Mentos-Gum Sans-Sucre Bubble Fresh,MENTOS,bonbons,Mentos-Gum Sans-Sucre Bubble Fresh - format 56G.,520,600,4.6,188,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614163544-lM2TJRC4.png,PROMO,0,0,0
mentos-pure-fresh,Mentos - Pure Fresh,MENTOS,bonbons,"Mentos - Pure Fresh. Une sélection MART+, l'épicerie fine de terroir.",150,,4.8,364,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614164930-CgfqFtTK.png,,0,0,0
dovido-figues-sechees,Dovido - Figues Séchées,DOVIDO,epicerie,Dovido - Figues Séchées - format 200g.,1150,1200,4.8,307,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614165620-byqlAqF6.png,PROMO,1,0,0
ricola-menthol,Ricola Menthol,RICOLA,bonbons,Ricola Menthol - format 50G.,600,,4.5,131,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614170005-lMa0zSpl.png,,50,0,0
ricola-eucalyptuse,Ricola Eucalyptuse,RICOLA,bonbons,Ricola Eucalyptuse - format 50G.,600,,4.6,144,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614170138-vUW8eioR.png,,50,0,0
carambar-cara-cool,Carambar Cara-Cool,CARAMBAR,bonbons,Carambar Cara-Cool - format 400g.,1400,1500,4.6,186,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614171315-IwUOtkrU.png,PROMO,50,0,0
fini-the-mellows-sweetheart,FINI The Mellows Sweetheart,FINI,bonbons,"FINI The Mellows Sweetheart. Une sélection MART+, l'épicerie fine de terroir.",420,450,4.7,276,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250614172344-csURsxSs.png,PROMO,0,0,0
monster-ultras-fiesta-mango-zero-sugar,MONSTER Ultras Fiesta Mango Zero Sugar,MONSTER,boissons,"MONSTER Ultras Fiesta Mango Zero Sugar. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.7,287,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615153533-ENRl8Btm.png,PROMO,3,0,0
monster-ultra-golden-pineapple,MONSTER Ultra Golden Pineapple,MONSTER,boissons,"MONSTER Ultra Golden Pineapple. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.6,194,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615160925-lHJVuj30.png,PROMO,50,0,0
monster-mango-loco,MONSTER Mango Loco,MONSTER,boissons,"MONSTER Mango Loco. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.7,281,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615154514-WIMhJkX0.png,PROMO,0,0,0
monster-khaotic-tropical-orange,MONSTER Khaotic Tropical Orange,MONSTER,boissons,"MONSTER Khaotic Tropical Orange. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.9,377,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615154912-0WeFcEqV.png,PROMO,0,0,0
monster-top-speed-zero-sugar-copy,MONSTER Top Speed Zero Sugar (Copy),MONSTER,boissons,"MONSTER Top Speed Zero Sugar (Copy). Une sélection MART+, l'épicerie fine de terroir.",880,950,4.6,146,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615154127-QAuBpDtH.png,PROMO,0,0,0
nivea-creme-creme-corps-legere-200ml,Nivea Crème Crème corps légère 200ml,NIVEA,epicerie,"Nivea Crème Crème corps légère 200ml. Une sélection MART+, l'épicerie fine de terroir.",1350,,4.4,37,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618151103-jLp5EwtL.png,,2,0,0
deo-dove-original-200ml,Deo Dove Original,DOVE,maison,Deo Dove Original - format 200ml.,1200,,4.5,111,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618180220-DlpJnu3A.png,,50,0,0
deo-dove-invisible-dry-200ml,Deo Dove Invisible Dry,DOVE,maison,Deo Dove Invisible Dry - format 200ml.,1200,,4.4,40,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618152133-LRvxEe9M.png,,60,0,0
deo-dove-coconut-jasmin-200ml,Deo Dove Coconut Jasmin,DOVE,maison,Deo Dove Coconut Jasmin - format 200ml.,1200,,4.5,118,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618175846-PqjcV4Z5.png,,70,0,0
deo-dove-original-3x-actions-200ml,Deo Dove Original 3x Actions,DOVE,maison,Deo Dove Original 3x Actions - format 200ml.,1200,,4.7,279,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618180233-d42fTrgL.png,,60,0,0
deo-narta-homme-200ml,Deo Narta Homme - Fraicheur Classique,DEO,epicerie,Deo Narta Homme - Fraicheur Classique - format 200ml.,1200,,4.8,307,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618180407-hBrZe5NY.png,,50,0,0
deo-axe-provocation-200ml,Deo Axe Provocation,DEO,epicerie,Deo Axe Provocation - format 200ml.,999,1200,4.5,97,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618180545-HZRAdZRY.png,PROMO,0,0,0
deo-rexona-shower-fresh-200ml,Déo Rexona Shower Fresh,DÉO,epicerie,Déo Rexona Shower Fresh - format 200ml.,1100,1200,4.7,254,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250804184108-9aX9ir1D.png,PROMO,50,0,0
sanex-stick-homme-55ml-sensitive-care,Sanex Stick Homme - Sensitive Care,SANEX,maison,Sanex Stick Homme - Sensitive Care - format 55ml.,720,,4.7,276,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620193709-SkUTQERt.png,,50,0,0
sanex-stick-homme-55ml-fresh-protection,Sanex Stick Homme 55ml Fresh Protection,SANEX,maison,"Sanex Stick Homme 55ml Fresh Protection. Une sélection MART+, l'épicerie fine de terroir.",650,720,4.9,440,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620193753-dXMchvZJ.png,PROMO,50,0,0
stick-narta-homme-invisimax-50ml,Stick Narta Homme - Invisimax,STICK,epicerie,Stick Narta Homme - Invisimax - format 50ml.,640,700,4.8,327,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620194205-VbwDVZ9F.png,PROMO,59,0,0
stick-narta-homme-pure-efficacite-50ml,Stick Narta Homme - Pure Efficacité,STICK,epicerie,Stick Narta Homme - Pure Efficacité - format 50ml.,640,700,4.5,133,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620194513-m1sX66bQ.png,PROMO,0,0,0
stick-narta-homme-protection-50ml,Stick Narta Homme - Protection,STICK,epicerie,Stick Narta Homme - Protection - format 50ml.,640,700,4.7,280,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620194627-k9tc5v8a.png,PROMO,0,0,0
stick-ushuaia-bio-hibiscus-50ml,Stick Ushuaïa Bio Hibiscus,STICK,epicerie,Stick Ushuaïa Bio Hibiscus - format 50ml.,640,700,4.5,122,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620195010-G1NCschf.png,PROMO,70,0,0
stick-ushuaia-bahia-do-brasil-50ml,Stick Ushuaïa - Bahia Do Brasil,STICK,epicerie,Stick Ushuaïa - Bahia Do Brasil - format 50ml.,750,,4.6,213,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620195303-nKXFjdRo.png,,60,0,0
stick-ushuaia-fleur-dalun-50ml,Stick Ushuaïa - Fleur D'Alun,LU,epicerie,Stick Ushuaïa - Fleur D'Alun - format 50ml.,640,700,4.5,133,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620195427-A8TyMDk2.png,PROMO,50,0,0
nivea-stick-50ml-pure-sensitive,Nivea Stick Pure Sensitive,NIVEA,epicerie,Nivea Stick Pure Sensitive - format 50ml.,850,,4.8,325,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620195718-9xQZFZBB.png,,50,0,0
nivea-stick-50ml-pure-invisible,Nivea Stick Pure Invisible,NIVEA,epicerie,Nivea Stick Pure Invisible - format 50ml.,850,,4.5,75,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620195941-5lpktq88.png,,1,0,0
nivea-stick-50ml-homme-fresh-active,Nivea Stick Homme Fresh Active,NIVEA,epicerie,Nivea Stick Homme Fresh Active - format 50ml.,750,850,4.7,286,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250620200122-mRZUTUSF.png,PROMO,49,0,0
elseve-shampooing-color-vive-350ml,Elseve Shampooing Color-Vive 350ml,ELSEVE,epicerie,"Elseve Shampooing Color-Vive 350ml. Une sélection MART+, l'épicerie fine de terroir.",1650,,4.9,418,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618134736-0OALOqMc.png,BESTSELLER,49,0,0
elseve-shampooing-total-repair-350ml,Elseve Shampooing Total Repair 350ml,ELSEVE,epicerie,"Elseve Shampooing Total Repair 350ml. Une sélection MART+, l'épicerie fine de terroir.",1500,,4.6,150,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618134947-IiJ56Hpn.png,,0,0,0
elseve-shampooing-total-repair-300ml,Elseve Shampooing Total Repair 300ml,ELSEVE,epicerie,"Elseve Shampooing Total Repair 300ml. Une sélection MART+, l'épicerie fine de terroir.",1400,1500,4.4,56,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618135658-kQbNgUTL.png,PROMO,0,0,0
elseve-shampooing-lumiere-sublimant-300ml,Elseve Shampooing Lumière Sublimant 300ml,LU,epicerie,"Elseve Shampooing Lumière Sublimant 300ml. Une sélection MART+, l'épicerie fine de terroir.",1400,1500,4.9,409,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618135913-VaerL9yJ.png,PROMO,0,0,0
elseve-shampooing-huile-coco-300ml,Elseve Shampooing Huile Coco 300ml,ELSEVE,epicerie,"Elseve Shampooing Huile Coco 300ml. Une sélection MART+, l'épicerie fine de terroir.",1400,1500,4.9,446,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618140032-7NHXdWZN.png,PROMO,0,0,0
ultra-doux-shampooing-couleur-300ml,Ultra Doux Shampooing Couleur 300ml,ULTRA,epicerie,"Ultra Doux Shampooing Couleur 300ml. Une sélection MART+, l'épicerie fine de terroir.",1150,,4.7,228,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618140308-mdrJyxUi.png,,1,0,0
ultra-doux-shampooing-revitalisant-250ml,Ultra Doux Shampooing Revitalisant 250ml,ULTRA,epicerie,"Ultra Doux Shampooing Revitalisant 250ml. Une sélection MART+, l'épicerie fine de terroir.",1150,,4.7,266,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618140550-3vYJGhuJ.png,,2,0,0
ultra-doux-shampooing-hydratant-250ml,Ultra Doux Shampooing Hydratant,ULTRA,epicerie,Ultra Doux Shampooing Hydratant - format Eau De Coco 250ml.,1200,,4.6,160,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618140905-5k3RwsuU.png,,0,0,0
fructis-hair-food-soins-demelant-350ml,Fructis Hair Food Soins Démélant,FRUCTIS,epicerie,Fructis Hair Food Soins Démélant - format 350ml.,1350,,4.6,150,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618141622-rtnWayxJ.png,,0,0,0
elvive-shampooing-color-vive-400ml,Elvive Shampooing Color Vive,ELVIVE,epicerie,Elvive Shampooing Color Vive - format 400ml.,1650,,4.5,101,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618142200-qZy2m2SW.png,,70,0,0
le-petit-marseillais-creme-de-douche-lait-de-vanille650ml,Le Petit Marseillais Crème de douche Lait de Vanille,MARS,maison,Le Petit Marseillais Crème de douche Lait de Vanille - format 650ml.,1650,,4.4,42,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618142925-3JnjE3NI.png,,0,0,0
le-petit-marseillais-creme-de-douche-amande-douce-250ml,Le Petit Marseillais Crème de douche Amande Douce,MARS,maison,Le Petit Marseillais Crème de douche Amande Douce - format 250ml.,1000,1100,4.6,175,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618143129-YbWzUhZB.png,PROMO,0,0,0
tahiti-gel-douche-bois-vivifiant-250ml,Tahiti Gel Douche Bois Vivifiant,TAHITI,maison,Tahiti Gel Douche Bois Vivifiant - format 250ml.,1250,,4.5,90,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618144323-vsyvIkfq.png,,2,0,0
tahiti-gel-douche-coco-250ml,Tahiti Gel Douche Coco,TAHITI,maison,Tahiti Gel Douche Coco - format 250ml.,1250,,4.6,146,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618144731-MEuYFMrE.png,,0,0,0
le-petit-marseillais-shampooing-sublime-couleur-250ml,Le Petit Marseillais Shampooing Sublime Couleur,MARS,chocolats,Le Petit Marseillais Shampooing Sublime Couleur - format 250ml.,1000,,4.7,223,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618144949-Cu1ERKwB.png,,1,0,0
le-petit-marseillais-shampooing-hydratation-legerete-250ml,Le Petit Marseillais Shampooing Hydratation Légèreté,MARS,chocolats,Le Petit Marseillais Shampooing Hydratation Légèreté - format 250ml.,1000,,4.8,337,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618145330-S6sCYg4k.png,,1,0,0
le-petit-marseillais-shampooing-douceur-eclat-250ml,Le Petit Marseillais Shampooing Douceur & éclat,MARS,chocolats,Le Petit Marseillais Shampooing Douceur & éclat - format 250ml.,950,1000,4.5,67,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618145631-b5cFjKjF.png,PROMO,0,0,0
le-petit-marseillais-shampooing-nutrition-250ml,Le Petit Marseillais Shampooing Nutrition,MARS,chocolats,Le Petit Marseillais Shampooing Nutrition - format 250ml.,950,1000,4.5,81,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618145813-Ys4GHC8t.png,PROMO,0,0,0
ushuaia-douche-massage-300ml,Ushuaïa Douche Massage,USHUAÏA,maison,Ushuaïa Douche Massage - format 300ml.,1050,1100,4.5,122,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618150056-yaKufllo.png,PROMO,0,0,0
garnier-ultra-doux-lait-250g,Garnier Ultra Doux Lait,GARNIER,epicerie,Garnier Ultra Doux Lait - format 250g.,1450,,4.5,82,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618150740-W3S1PCjI.png,,1,0,0
loreal-gel-douche-men-expert-hydra-power-250ml,L'oréal Gel Douche Men Expert Hydra Power,L'ORÉAL,maison,L'oréal Gel Douche Men Expert Hydra Power - format 250ML.,1320,,4.7,218,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618150940-jELFf2t5.png,,0,0,0
loreal-gel-douche-men-expert-invincible-sport-250ml,L'oréal Gel Douche Men Expert Invincible Sport,L'ORÉAL,maison,L'oréal Gel Douche Men Expert Invincible Sport - format 250ML.,1250,1320,4.7,288,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618151336-7jk1EOUf.png,PROMO,0,0,0
pringles-paprika-165g,Pringles Paprika 165g,PRINGLES,chips,"Pringles Paprika 165g. Une sélection MART+, l'épicerie fine de terroir.",1000,1100,4.8,343,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250616150949-S4Hjqvoq.png,PROMO,0,0,0
alesto-melange-de-fruits-secs-200g,Alesto Mélange De Fruits Secs,ALESTO,chips,"Alesto Mélange De Fruits Secs - format Noix, Noisettes, Noix de Cajou, Amandes.",1100,1200,4.7,234,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250701202235-6pxvmZlo.png,PROMO,0,0,0
alesto-mix-rouge-200g,Alesto Mix noix de Cajou & Cranberries,ALESTO,chips,Alesto Mix noix de Cajou & Cranberries - format 200G.,1150,1250,4.4,22,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250701202549-ymIK4XiP.png,PROMO,0,0,0
cereales-tresor-choco-noisette-750g,Céréales Trésor Choco-Noisette 750g,CÉRÉALES,chocolats,"Céréales Trésor Choco-Noisette 750g. Une sélection MART+, l'épicerie fine de terroir.",1999,2300,4.7,277,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250616124159-c87YLlO7.png,PROMO,50,0,0
cereales-tresor-chocolat-au-lait-750g,Céréales Trésor Chocolat Au Lait 750g,CÉRÉALES,chocolats,"Céréales Trésor Chocolat Au Lait 750g. Une sélection MART+, l'épicerie fine de terroir.",2200,,4.5,110,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250616160050-2SNCzQAF.png,,0,0,0
the-pink-toilet-cleaner-2,THE PINK Toilet Cleaner,THE,maison,"THE PINK Toilet Cleaner. Une sélection MART+, l'épicerie fine de terroir.",1700,1750,4.7,231,NULL,PROMO,1,0,0
mir-degraissant-aloe-vera-450ml,MIR Dégraissant Aloe Vera,MIR,epicerie,MIR Dégraissant Aloe Vera - format 450ML.,650,,4.6,155,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618185123-Qeap7ZAH.png,,2,0,0
mir-brillance-pamlemousse-450ml,MIR Brillance Pamlemousse,MIR,epicerie,MIR Brillance Pamlemousse - format 450ML.,499,650,4.9,385,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618191910-Q0iFVokC.png,PROMO,3,0,0
mir-degraissant-orange-675ml,MIR Dégraissant Orange,MIR,epicerie,MIR Dégraissant Orange - format 450+225 ML.,800,,4.5,88,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618184706-3mV72kr9.png,,4,0,0
mir-degraissant-aloe-vera-675ml,MIR Dégraissant Aloe Vera,MIR,epicerie,MIR Dégraissant Aloe Vera - format 675ML.,800,,4.6,155,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618185752-L3XO4F5P.png,,3,0,0
mir-brillance-pamlemousse-675ml,MIR Brillance Pamlemousse 675ML,MIR,epicerie,"MIR Brillance Pamlemousse 675ML. Une sélection MART+, l'épicerie fine de terroir.",650,750,4.9,421,NULL,PROMO,50,0,0
finish-quantum-t50,FINISH Quantum T50,FINISH,maison,"FINISH Quantum T50. Une sélection MART+, l'épicerie fine de terroir.",3450,3600,4.6,211,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618191343-YK9atOJH.png,PROMO,0,0,0
finish-liquide-aide-rincage-80-lavages,Finish Liquide Aide Rinçage,FINISH,maison,Finish Liquide Aide Rinçage - format 80 Lavages.,950,1100,4.8,330,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618191816-6FNLP4Qo.png,PROMO,0,0,0
sun-capsule-extra-power-allin1-t22,Sun Capsule Extra Power ALL'in1 T22,SUN,epicerie,"Sun Capsule Extra Power ALL'in1 T22. Une sélection MART+, l'épicerie fine de terroir.",1499,1750,4.7,263,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618190947-M714dOWB.png,PROMO,0,0,0
nestle-petit-brasse-abricot,NESTLE Petit Brassé Abricot,NESTLÉ,fromages,"NESTLE Petit Brassé Abricot. Une sélection MART+, l'épicerie fine de terroir.",1050,1200,4.8,356,NULL,PROMO,49,0,0
nestle-ptit-souper-400g,NESTLE P'tit Souper 400G,NESTLÉ,epicerie,"NESTLE P'tit Souper 400G. Une sélection MART+, l'épicerie fine de terroir.",1050,1200,4.8,352,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250618182150-5TkYmEgH.png,PROMO,0,0,0
barilla-macaroni,BARILLA MACARONI,BARILLA,epicerie,"BARILLA MACARONI. Une sélection MART+, l'épicerie fine de terroir.",1140,,4.6,213,NULL,,2,0,0
fini-coeur-de-peche-90g,Fini Coeur De Pêche 90G,FINI,bonbons,"Fini Coeur De Pêche 90G. Une sélection MART+, l'épicerie fine de terroir.",299,,4.7,271,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615185754-jPO7nqjz.png,,0,0,0
fini-poulpes-90g,Fini Poulpes 90G,FINI,bonbons,"Fini Poulpes 90G. Une sélection MART+, l'épicerie fine de terroir.",299,,4.6,214,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615190009-J6j26x4l.png,,49,0,0
fini-tranches-pasteque-90g,Fini Tranches Pastèque,FINI,bonbons,"Fini Tranches Pastèque. Une sélection MART+, l'épicerie fine de terroir.",299,,4.6,192,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250629143434-Jwn5bzkp.png,,0,0,0
kinder-bueno-white,Kinder Bueno White,KINDER,chocolats,"Kinder Bueno White. Une sélection MART+, l'épicerie fine de terroir.",300,,4.8,322,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250615182759-Ivwc7egM.png,,45,0,0
monster-ultra-paradise,MONSTER Ultra Paradise,MONSTER,boissons,"MONSTER Ultra Paradise. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.8,344,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250701140121-SSJ0IVCE.png,PROMO,49,0,0
monster-pipline-punch,MONSTER Pipline Punch,MONSTER,boissons,"MONSTER Pipline Punch. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.7,222,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250701140313-l8rAFNgl.png,PROMO,50,0,0
monster-pacific-punch,MONSTER Pacific Punch,MONSTER,boissons,"MONSTER Pacific Punch. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.8,357,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250701140441-lMJBk8lC.png,PROMO,0,0,0
monster-rio-punch,MONSTER Rio Punch,MONSTER,boissons,"MONSTER Rio Punch. Une sélection MART+, l'épicerie fine de terroir.",880,950,4.9,403,https://fast-console.s3.eu-west-3.amazonaws.com/PARTNER/PRODUCTS/20250701140746-yndpqfkV.png,PROMO,50,0,0
